,Unnamed: 0,movie_id,original_title,Release_year,revenue,tags
853,853,4517,Elizabeth: The Golden Age,2007,74237563,"drama histori romanc cateblanchett cliveowen geoffreyrush universalpictur studiocan workingtitlefilm unitedkingdom england assassin spain when queen elizabeth' reign is threaten by ruthless famili betray and spain' invad army, she and her shrewd advis must act to safeguard to the live of her people. shekharkapur"
867,867,242,The Godfather: Part III,1990,136766062,"crime drama thriller alpacino dianekeaton andygarcía paramountpictur itali unitedstatesofamerica itali christian newyork in the midst of tri to legitim hi busi deal in 1979 new york and italy, age mafia don, michael corleon seek forgiv for hi sin while take a young proteg under hi wing. francisfordcoppola"
872,872,1717,All the King's Men,2006,9450897,drama thriller seanpenn judelaw katewinslet columbiapicturescorpor risingstar relativitymedia unitedstatesofamerica corrupt journalist basedonnovel the stori of an idealist' rise to power in the world of louisiana polit and the corrupt that lead to hi ultim downfall. base on the1946 pulitz prize-win novel written by robert penn warren. stevenzaillian
875,875,824,Moulin Rouge!,2001,179213434,"drama music romanc nicolekidman ewanmcgregor johnleguizamo bazmarkfilm twentiethcenturyfoxfilmcorpor australia unitedstatesofamerica duke music writer'sblock a celebr of love and creativ inspir take place in the infamous, gaudi and glamor parisian nightclub, at the cusp of the 20th century. a young poet, who is plung into the headi world of moulin rouge, begin a passion affair with the club' most notori and beauti star. bazluhrmann"
878,878,3683,Flags of Our Fathers,2006,65900249,"war drama histori ryanphillipp adambeach jessebradford dreamworksskg amblinentertain malpasoproduct unitedstatesofamerica worldwarii dyinganddeath pacif there were five marin and one navi corpsman photograph rais the u.s. flag on mt. suribachi by joe rosenth on februari 23, 1945. thi is the stori of three of the six surviv servicemen – john 'doc' bradley, pvt. rene gagnon and pvt. ira hayes, who fought in the battl to take iwo jima from the japanese. clinteastwood"
883,883,640,Catch Me If You Can,2002,352114312,"drama crime leonardodicaprio tomhank christopherwalken kempcompani splendidpictur parkes/macdonaldproduct unitedstatesofamerica conman biographi fbiagent a true stori about frank abagnal jr. who, befor hi 19th birthday, success con million of dollar worth of check as a pan am pilot, doctor, and legal prosecutor. an fbi agent make it hi mission to put him behind bars. but frank not onli elud capture, he revel in the pursuit. stevenspielberg"
888,888,6519,The Dukes of Hazzard,2005,110803676,"action adventur comedi johnnyknoxvil seannwilliamscott jessicasimpson villageroadshowpictur gerberpictur warnerbros. unitedstatesofamerica sheriff farm bikini cousins, bo and luke duke, with the help of their eye-catch cousin, daisi and moonshine-run uncl jesse, tri and save the famili farm from be destroy by hazzard county' corrupt commissioner, boss hogg. their effort constantli find the 'duke boys' elud author in 'the gener lee', their 1969 orang dodg charger that keep them one step ahead of the dimwit antic of the small southern town' sheriff, rosco p. coltrane. jaychandrasekhar"
891,891,1850,Man on the Moon,1999,47434430,"comedi drama romanc jimcarrey courtneylov bobzmuda mutualfilmcompani unitedstatesofamerica showbusi comedian wrestl a film about the life and career of the eccentr avant-gard comedian, andi kaufman. milošforman"
895,895,2123,"Me, Myself & Irene",2000,149270999,"comedi jimcarrey renéezellweg anthonyanderson twentiethcenturyfoxfilmcorpor conundrumentertain unitedstatesofamerica schizophrenia ex-cop aftercreditssting rhode island state trooper charli baileyg ha a multipl person disorder. one person is crazi and aggressive, while the other is more friendli and laid back. both of these person fall in love with the same woman name iren after charli lose hi medication. bobbyfarrelli"
901,901,8367,Robin Hood: Prince of Thieves,1991,390493908,"adventur kevincostn morganfreeman christianslat warnerbros. morgancreekproduct unitedstatesofamerica england crusad merci when the dastardli sheriff of nottingham murder robin' father, the legendari archer vow vengeance. to accomplish hi mission, robin join forc with a band of exil villag (and come maid marian), and togeth they battl to end the evil sheriff' reign of terror. kevinreynold"
904,904,2898,As Good as It Gets,1997,314178011,"comedi romanc jacknicholson helenhunt gregkinnear graciefilm tristarpictur unitedstatesofamerica singlepar waitress lonewolf new york city. melvin udall, a cranky, bigoted, obsessive-compuls writer, find hi life turn upsid down when neighbor gay artist simon is hospit and hi dog is entrust to melvin. in addition, carol, the onli waitress who will toler him, must leav work to care for her sick son, make it imposs for melvin to eat breakfast. jamesl.brook"
912,912,628,Interview with the Vampire,1994,223664608,"horror romanc bradpitt tomcruis kirstendunst geffenpictur unitedstatesofamerica pari sanfrancisco vampir a vampir relat hi epic life stori of love, betrayal, loneliness, and dark hunger to an over-curi reporter. neiljordan"
946,946,2649,The Game,1997,109423648,"drama thriller mysteri michaeldougla seanpenn deborahkaraung polygramfilmedentertain a&bproduco popagandafilm unitedstatesofamerica brotherbrotherrelationship birthday dangeroflif in honor of hi birthday, san francisco banker nichola van orton, a financi geniu and a coldheart loner, receiv an unusu present from hi younger brother, conrad -- a gift certif to play a uniqu kind of game. in nearli a nanosecond, nichola find himself consum by a danger set of ever-chang rules, unabl to distinguish where the charad end and realiti begins. davidfinch"
952,952,306,Beverly Hills Cop III,1994,119208989,"action comedi crime eddiemurphi judgereinhold héctorelizondo paramountpictur eddiemurphyproduct unitedstatesofamerica detect undercov securitycamera back in sunni southern california and on the trail of two murderers, axel foley again team up with la cop billi rosewood. soon, they discov that an amus park is be use as a front for a massiv counterfeit ring – and it' run by the same gang that shot billy' boss. johnlandi"
953,953,928,Gremlins 2: The New Batch,1990,41482207,"comedi horror fantasi zachgalligan phoebec johnglov amblinentertain warnerbros. unitedstatesofamerica newyork monster skyscrap young sweetheart billi and kate move to the big apple, land job in a high-tech offic park and soon reunit with the friendli and lovabl gizmo. but a seri of accid creat a whole new gener of gremlins. the situat worsen when the devilish green creatur invad a top-secret laboratori and develop genet alter powers, make them even harder to destroy! joedant"
958,958,2116,Out of Time,2003,55495563,"thriller crime drama denzelwashington evamend sanaalathan originalfilm monarchpictur metro-goldwyn-mayer(mgm) unitedstatesofamerica miami florida doublemurd matt lee whitlock, respect chief of polic in small banyan key, florida, must solv a viciou doubl homicid befor he himself fall under suspicion. matt lee ha to stay a few step ahead of hi own polic forc and everyon he' trust in order to find out the truth. carlfranklin"
961,961,1907,The Beach,2000,144056873,"drama adventur romanc leonardodicaprio guillaumecanet tildaswinton figmentfilm unitedkingdom unitedstatesofamerica hippi exoticisland beach twenty-someth richard travel to thailand and find himself in possess of a strang map. rumour state that it lead to a solitari beach paradise, a tropic bliss - excit and intrigued, he set out to find it. dannyboyl"
975,975,4959,The International,2009,60161391,"drama thriller crime cliveowen naomiwatt arminmueller-stahl studiobabelsberg atlasentertain mosaicmediagroup germani unitedkingdom unitedstatesofamerica duringcreditssting an interpol agent and an attorney are determin to bring one of the world' most power bank to justice. uncov money laundering, arm trading, and conspiraci to destabil world governments, their investig take them from berlin, milan, new york and istanbul. find themselv in a chase across the globe, their relentless tenac put their own live at risk. tomtykw"
978,978,421,The Life Aquatic with Steve Zissou,2004,34808403,adventur comedi drama billmurray anjelicahuston cateblanchett touchstonepictur americanempiricalpictur unitedstatesofamerica ocean filmmak lossofmoth we anderson’ incis quirki comedi build up star complex charact like in ‘the royal tenenbaums’ with bill murray on in the lead role. an ocean adventur documentari film maker zissou is put in all imagin life situat and a tough life crisi as he attempt to make a new film about captur the creatur that caus him pain. wesanderson
983,983,2252,Eastern Promises,2007,55112356,thriller crime mysteri naomiwatt viggomortensen vincentcassel bbcfilm serendipitypointfilm téléfilmcanada unitedkingdom unitedstatesofamerica canada londonengland gay malenud a russian teenag live in london who die dure childbirth leav clue to a midwif in her journal that could tie her child to a rape involv a violent russian mob family. davidcronenberg
1005,1005,1900,Traffic,2000,207515725,"thriller drama crime michaeldougla beniciodeltoro jacobvarga usafilm initialentertainmentgroup(ieg) bedfordfallscompany,th germani unitedstatesofamerica usa warondrug drugtraff an explor of the unit state of america' war on drug from multipl perspectives. for the new head of the offic of nation drug control policy, the war becom person when he discov hi well-educ daughter is abus cocain within their comfort suburban home. in mexico, a flawed, but nobl policeman agre to testifi against a power gener in leagu with a cartel, and in san diego, a drug kingpin' shelter trophi wife must learn her husband' ruthless busi after he is arrested, endang her luxuri lifestyle. stevensoderbergh"
